Id	Name	NotIdentifiedName 	Notes
1211	지옥불	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1212	소각	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 불 마법 기술을 알아야 합니다."
1213	마법사의 눈	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1214	깃털 낙하	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1215	공기 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1216	전기 불꽃	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1217	도약	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1218	방패	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1219	번개 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1220	투명화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1221	내파	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1222	비행	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1223	별 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 공기 마법 기술을 알아야 합니다."
1224	각성	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1225	독 분사	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1226	물 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1227	얼음 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1228	수면 보행	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1229	아이템 충전	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1230	산성 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1231	아이템 마법 부여	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1232	도시 귀환	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1233	얼음 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1234	로이드의 신호기	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 물 마법 기술을 알아야 합니다."
1235	기절	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1236	감속	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1237	대지 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1238	치명적인 벌떼	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1239	돌가죽	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1240	칼날	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1241	석화 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1242	바위 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1243	염동력	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1244	죽음의 꽃	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1245	대규모 왜곡	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 대지 마법 기술을 알아야 합니다."
1246	생명체 감지	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1247	축복	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1248	운명	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1249	언데드 퇴치	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1250	저주 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1251	생명 보존	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1252	영웅심	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1253	영혼 채찍	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1254	소생	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1255	생명 공유	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1256	부활	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 영혼 마법 기술을 알아야 합니다."
1257	공포 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1258	정신 폭발	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1259	정신 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1260	텔레파시	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1261	매혹	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1262	마비 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1263	광폭화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1264	집단 공포	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1265	광기 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1266	정신 충격	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1267	노예화	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 정신 마법 기술을 알아야 합니다."
1268	약화 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1269	치유	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1270	육체 저항	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1271	고통	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1272	재생	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1273	독 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1274	망치손	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1275	질병 치료	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1276	마법 보호	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1277	비행 주먹	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1278	대치유	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 육체 마법 기술을 알아야 합니다."
1279	빛의 화살	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1280	언데드 파괴	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1281	마법 해제	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1282	마비	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1283	정령 소환	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1284	신들의 날	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1285	프리즘 빛	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1286	보호의 날	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1287	힘의 시간	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1288	태양 광선	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1289	신성한 개입	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 빛 마법 기술을 알아야 합니다."
1290	시체 소생	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1291	독구름	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1292	흡혈 무기	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1293	축소 광선	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1294	금속 파편	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1295	언데드 지배	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1296	고통 반사	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1297	어둠의 손아귀	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1298	드래곤의 숨결	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1299	아마겟돈	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1300	영혼 흡수	마법서	"마법서입니다. 이 주문을 배우려면 책을 집어 든 뒤 인벤토리 화면에서 캐릭터 그림을 왼쪽 클릭하십시오. 이 주문을 배우려면 어둠 마법 기술을 알아야 합니다."
1301	_scroll/book499	_scroll/book499	설명 입력.
1302	퍽	아티팩트	"(속도 +40, 신속) 고대의 신비로운 존재인 퍽은 마법에 걸려 적의 목을 향해 마치 날아가는 듯한 속도로 돌진합니다. 퍽이 언제 어디서 만들어졌는지는 아무도 모르지만, 요정의 혈통이라는 것은 분명합니다."
1303	철깃털	아티팩트	"(힘 +40, 전기 피해 6-15) 믿을 수 없을 정도로 가벼운 양손검인 아이언 페더는 소유자의 힘을 증가시켜 거대한 무기를 더욱 쉽게 휘두를 수 있도록 해줍니다. 이 조합 덕분에 거의 한 손으로도 검을 사용할 수 있지만, 칼날의 거대한 크기가 유일한 문제점입니다.  "
1304	월리스	아티팩트	"(무기 숙련도 +10, 인격 +40) 월리스는 어찌 된 영문인지 수 세기 동안 반란군과 선동가들의 손에 들어가 왔습니다. 이 무기는 사용자의 능력과 자신감을 증폭시켜, 소유자로 하여금 평소라면 피했을 위험을 무릅쓰게 만듭니다. 소유자의 야망이 모두 이루어진 적은 없지만, 월리스의 매혹적인 노래에 한번이라도 매료된 사람은 누구도 월리스를 거부할 수 없었습니다."
1305	코르세어	아티팩트	"(도둑질 기술 +5, 함정 해제 기술 +5, 행운 +40) 코르세어는 레그나 무기고에서 만들어진 최고의 무기 중 하나입니다. 레그나의 대장장이들은 언제나처럼 제국의 ""세금 징수"" 활동을 돕기 위해 이 무기를 제작했습니다. 오늘날까지 레그나는 타인을 희생시켜 자신들의 이기적인 목표를 달성하는 데 도움이 되지 않는 무기는 만들어 본 적이 없습니다."
1306	총독의 갑옷	아티팩트	"(미사일 공격 피해 절반 감소, 모든 능력치 +10) 대침묵의 시대에 식민지 총독 파디쉬가 소유했던 이 놀라운 갑옷은 역사 속 수많은 보물 매장지에서 다시 발견되었습니다. 천상의 대장간에서 만들어진 대부분의 작품처럼, 이 갑옷은 거의 파괴 불가능하며, 이 땅의 어떤 대장간에서도 더 이상 이와 같은 갑옷을 만들 수 없습니다."
1307	요루바	아티팩트	"(질병, 광기, 마비, 독, 수면, 석화 상태에 대한 면역, 체력 +25) 소유자이자 제작자의 이름을 딴 요루바는 매우 견고하고 마법에 강한 판금 갑옷입니다. 엄청난 가격 때문에 여러 조각을 이어 붙여 제작되었으며, 그 흔적이 곳곳에 드러납니다. 각 부위는 서로 다른 재료로 만들어졌으며, 가장 값비싼 재료는 흉갑에 사용되었습니다. 흉갑에는 원래 소유자가 수리하지 않은 두 개의 구멍이 있는데, 아마도 감정적인 이유 때문이었을 것입니다."
1308	파쇄자	아티팩트	"(폭발적인 충격, 화염 저항 +50) 강력한 무기임에도 불구하고, 스플리터는 한 사람이 오랫동안 휘두르는 경우가 드뭅니다. 칼날이 부딪히면 엄청난 화염이 뿜어져 나오는데, 무기가 제공하는 마법적인 화염 방어력만으로는 사용자를 화염 폭발로부터 완전히 보호하기에 충분하지 않습니다."
1309	구울베인	아티팩트	"(언데드 처치, 마비 면역, 화염 피해 3-18) 구울스베인은 150여 년 전 태양교회가 달교회가 만들어낸 끊임없이 증가하는 언데드 무리를 소탕하기 위한 노력의 일환으로 제작되었습니다. 강력한 무기이지만, 이는 단 하나의 무기일 뿐이며 언데드는 무수히 많습니다. 태양교회는 서기 1083년에 멸망했습니다."
1310	교수대	아티팩트	"(언데드 사냥, 드래곤 사냥, 악마 사냥) 기벳은 말 그대로 냉혹한 무기로, 괴물의 시대를 끝내고 인간의 시대를 열기 위해 눈먼 메코리그가 만들었다. 고귀한 의도였지만, 결과는 그다지 좋지 않았다. 기벳은 종종 수년 동안 사라졌다가 야심 찬 모험가들에 의해 드래곤의 보물창고에서 재발견되곤 한다. 이 무기의 강력한 힘에 매료된 모험가들은 종종 기벳을 다른 드래곤의 보물창고로 옮기지만, 그곳에서도 기벳은 또다시 수년 동안 사라지곤 한다."
1311	샤렐	아티팩트	"레그나 ""제국"" 건국 당시 하렉 1세의 명령으로 건설된 샤렐레는 그의 아내인 샤렐레 왕비의 이름을 따서 명명되었습니다. 이 성은 서기 590년 하렉 1세가 독살당한 후 혼란기에 레그나의 유일한 에라티아 전초기지에 남겨졌습니다."
1312	율리시스	아티팩트	"(정확도 +50, 물 속성 피해 9-12) 궁수의 꿈. 울리세스는 화살이 필요 없으며, 활시위를 당기면 얼음 화살이 생성되어 발사됩니다. 기원은 알려지지 않았지만, 양식으로 보아 엘프족이 만든 것으로 추정됩니다."
1313	달인의 손	아티팩트	"(맨손 전투 기술 +10, 회피 기술 +10) 마스터의 손은 원래 수도승을 위한 것이지만, 몇몇 도적들이 이를 활용하여 뛰어난 결과를 얻었습니다. 대부분의 소유자들은 명성과 부를 얻었지만, 마지막 소유자는 그렇지 못했던 것 같습니다."
1314	칠 리그 장화	아티팩트	"(물 마법 사용 시 속도 +40) 착용자의 반사 신경과 속도를 향상시켜 주는 이 부츠의 진정한 기능은 물 마법 사용을 용이하게 하여 이동 속도를 높이는 것입니다. 이 부츠를 신는 자는 위대한 운명을 맞이하지만, 반드시 명예를 얻는 것은 아닙니다. 이 부츠의 이전 소유자들은 온갖 말썽을 일으켰습니다."
1315	통치자의 반지	아티팩트	"(정신 마법, 어둠 마법에 관하여) 지배자의 반지는 서기 744년, 나이곤의 마법사 집단의 수석 연금술사 조슈아 스톰이 제작했습니다. 본질적으로 악한 유물은 아니지만, 이 반지는 오직 지배하고 정복하기 위한 목적으로 만들어졌습니다."
1316	매시	성유물	"(힘 +150, 지력 -40, 인격 -40, 속도 -40) 마쉬는 최초의 오우거가 신들에게 그 어떤 것보다 강한 무기를 달라고 기도한 것에 대한 응답이라고 전해집니다. 이에 분노한 신들은 최초의 오우거에게 마쉬라는 저주를 내렸고, 그 이후 모든 오우거는 그 저주의 낙인, 즉 강하지만 느리고 둔하며 어리석음을 지니고 있게 되었습니다. 어쨌든, 이제 마쉬는 당신의 것입니다."
1317	에스릭의 지팡이	성유물	"(어둠 마법, 명상 기술 +15, 시간이 지남에 따라 생명력 감소, 악) 무기라기보다는 도구에 가까운 에스릭의 지팡이는 세상 최초의 리치인 광기의 에스릭이 만들었습니다. 이 지팡이는 사용자의 생명력을 흡수하여 어둠 마법을 증폭시킵니다. 에스릭의 생명력은 마법적으로 유지되었기 때문에 그에게는 문제가 되지 않았습니다. 그러나 필멸자는 이 지팡이를 들고 있는 동안 생명력이 서서히 고갈되는 것을 느끼게 될 것입니다."
1318	하렉의 가죽 갑옷	성유물	"(도둑질 기술 +5, 함정 해제 기술 +5, 물 위 걷기, 행운 +50, 모든 저항력 -10) 이 가죽 갑옷은 레그나의 군주이자 끝없는 바다의 황제인 하렉 1세를 위해 레그나 무기고에서 특별히 제작되었습니다. 이 갑옷은 하렉과 같은 영광스러행운 해적이 바랄 수 있는 모든 것을 갖추고 있었지만, 독으로부터는 보호해 주지 못했습니다. 레그나의 위대한 초대 황제는 이 갑옷을 입고 저녁 식사 직후 아내의 손에 독살당해 사망했습니다. "
1319	올드 닉	성유물	"(무장 해제 기술 +5, 독 피해 8점, 엘프 학살, 악) 수 세기 동안 암살자들 사이에서 비밀리에 전해져 온 올드 닉은 약 200년 전 인간과 엘프 연합군이 암살자 길드를 공격했던 '새벽 전투' 중에 역사의 기록에서 자취를 감췄습니다. 올드 닉이 흑사병보다 더 많은 사람을 죽였다는 이야기가 전해집니다. 이제 당신은 이 사악한 무기를 손에 넣었으니 우물에 던져버리려는 겁니까?"
1320	어먹	성유물	"(힘 +100, 체력 +100, 방어력 -15) 아먹의 원래 이름은 세월 속에 잊혀졌지만, 이 검은 여전히 마법처럼 날카로운 날과 모든 본래의 힘을 간직하고 있습니다. 소유자는 엄청난 힘과 활력을 얻지만, 그에 상응하는 공포심을 잃게 됩니다. 아먹을 휘두르는 자는 전투에서 공격을 피하는 데 그다지 신경 쓰지 않습니다."
